run_id,period,orders_forecast,orders_low,orders_high,top_drivers,updated_at,source_url
2025-11-06T02:11:50.375437,2025-W52,1117,949,1285,"['前年同週（あれば）', '直近4週平均']",2025-11-06T02:11:50.375513,（後でGitHub PagesのURLを入れます）
