run_id,period,orders_forecast,orders_low,orders_high,top_drivers,updated_at,source_url
2026-04-27T05:47:22.578294+00:00,2025-W52,1117,949,1285,"['前年同週（あれば）', '直近4週平均']",2026-04-27T05:47:22.578294+00:00,
